interaction_id,sender_id,receiver_id,channel,interaction_date,response_time_hours,sentiment_raw
INT00030282,EMP00184,EMP00003,meeting,2024-02-01,,0.48915186887622986
INT00030283,EMP00820,EMP00808,slack,2024-09-14,,-0.17413577147520984
INT00030284,EMP00179,EMP00048,email,2024-11-04,0.2925641756929464,0.3045412227896289
INT00030285,EMP00574,EMP00588,meeting,2024-10-29,,-0.4817926164438532
INT00030286,EMP00726,EMP00692,slack,2024-05-19,,0.4372928663385832
INT00030287,EMP00015,EMP00722,meeting,2024-06-08,,0.04424685055866475
INT00030288,EMP00489,EMP00470,email,2024-12-23,1.6340385385631166,0.07210310466227789
INT00030289,EMP00187,EMP00092,slack,2024-11-17,,0.24051051096400425
INT00030290,EMP00373,EMP00263,email,2024-06-22,1.1049806705376957,-0.14667601876926284
INT00030291,EMP00636,EMP00668,slack,2024-05-15,,0.13084053800210413
INT00030292,EMP00415,EMP00476,jira_comment,2024-04-22,,-0.034499626496719865
INT00030293,EMP00481,EMP00432,slack,2024-12-28,,0.7553778278990028
INT00030294,EMP00876,EMP00901,email,2024-06-19,8.56419657102005,0.5875749685613288
INT00030295,EMP00735,EMP00726,jira_comment,2024-08-28,,0.006437946463794322
INT00030296,EMP00102,EMP00100,email,2024-07-09,3.2064348353627086,0.16113076395962578
INT00030297,EMP00231,EMP00796,jira_comment,2024-05-23,,-0.2549956202701955
INT00030298,EMP00697,EMP00065,meeting,2024-06-14,,-0.20571582583082845
INT00030299,EMP00621,EMP00746,email,2024-02-15,0.18366776658943162,-0.3221632426448635
INT00030300,EMP00383,EMP00382,slack,2024-04-13,,0.135814735212331
INT00030301,EMP00892,EMP00886,slack,2024-03-12,,0.5011330167519675
INT00030302,EMP00619,EMP00654,slack,2024-12-02,,-0.030400704681830898
INT00030303,EMP00064,EMP00073,slack,2024-02-07,,0.03601109592045579
INT00030304,EMP00666,EMP00650,email,2024-12-16,3.0670621292106643,0.33729078861166073
INT00030305,EMP00441,EMP00377,slack,2024-10-27,,-0.22858755876037526
INT00030306,EMP00215,EMP00489,slack,2024-11-29,,0.5577941467341706
INT00030307,EMP00028,EMP00088,email,2024-12-25,2.1334511138380665,0.07048547719438913
INT00030308,EMP00088,EMP00007,meeting,2024-04-11,,-0.28624647957697935
INT00030309,EMP00978,EMP00997,slack,2024-11-25,,-0.2834892586025055
INT00030310,EMP00886,EMP00908,email,2024-06-17,4.383663764788244,0.1984614032365144
INT00030311,EMP00221,EMP00251,slack,2024-07-21,,0.1298354142390397
INT00030312,EMP00041,EMP00037,slack,2024-09-21,,0.3828087845191075
INT00030313,EMP00085,EMP00504,slack,2024-04-09,,0.033628722811202647
INT00030314,EMP00390,EMP00298,email,2024-06-20,0.34287243082018126,0.23423571051977574
INT00030315,EMP00863,EMP00422,slack,2024-08-03,,-0.08799384607530644
INT00030316,EMP00829,EMP00822,email,2024-01-17,1.891630640149596,-0.039493601096669884
INT00030317,EMP00016,EMP00160,slack,2024-07-08,,0.3689874891770204
INT00030318,EMP00756,EMP00811,slack,2024-10-15,,-0.06513237530834468
INT00030319,EMP00061,EMP00169,slack,2024-01-09,,-0.17665356292464543
INT00030320,EMP00771,EMP00754,email,2024-09-27,0.22756462773573477,0.7716409344632679
INT00030321,EMP00384,EMP00677,jira_comment,2024-07-12,,0.3113967790811181
INT00030322,EMP00764,EMP00712,meeting,2024-09-05,,-0.37554229223273916
INT00030323,EMP00075,EMP00055,slack,2024-11-15,,0.1641983557491039
INT00030324,EMP00414,EMP00421,email,2024-03-16,0.5991650609848486,0.049327254509548245
INT00030325,EMP00026,EMP00081,email,2024-02-22,1.6539000683292948,-0.11955609098372066
INT00030326,EMP00680,EMP00592,meeting,2024-07-23,,0.2281675230974586
INT00030327,EMP00428,EMP00272,email,2024-03-09,2.1364357015129163,0.05893955584223579
INT00030328,EMP00488,EMP00373,email,2024-01-15,6.741928574207265,0.23467014284409632
INT00030329,EMP00367,EMP00406,email,2024-04-13,3.239379990462926,0.018952957590145578
INT00030330,EMP00053,EMP00024,jira_comment,2024-04-25,,-0.24581025803667264
INT00030331,EMP00580,EMP00561,email,2024-06-14,0.16660687241879119,0.0875481221932553
INT00030332,EMP00251,EMP00229,meeting,2024-03-21,,0.15537627751743482
INT00030333,EMP00491,EMP00541,email,2024-04-05,5.327943094029957,0.1394730908975579
INT00030334,EMP00046,EMP00163,slack,2024-01-29,,0.1130779778824267
INT00030335,EMP00156,EMP00907,slack,2024-06-11,,0.4963060114431739
INT00030336,EMP00535,EMP00043,slack,2024-12-08,,0.4098165664994152
INT00030337,EMP00863,EMP00892,jira_comment,2024-12-11,,-0.23936649172731436
INT00030338,EMP00722,EMP00337,slack,2024-05-14,,-0.11374131302188159
INT00030339,EMP00282,EMP00356,slack,2024-01-27,,-0.02924793518322627
INT00030340,EMP00652,EMP00653,slack,2024-06-03,,0.4703933683352396
INT00030341,EMP00914,EMP00742,email,2024-04-03,3.456875417979145,-0.32854930284349815
INT00030342,EMP00572,EMP00575,meeting,2024-09-24,,0.12330011011700052
INT00030343,EMP00065,EMP00070,email,2024-03-07,1.3635068364049205,0.4010278127207666
INT00030344,EMP00660,EMP00675,slack,2024-08-27,,-0.17942800873017148
INT00030345,EMP00355,EMP00452,email,2024-06-09,4.547388680170784,-0.23545109655652688
INT00030346,EMP00931,EMP00037,slack,2024-11-11,,-0.25794211242988063
INT00030347,EMP00790,EMP00846,email,2024-10-13,4.71352193013618,-0.25455360969524776
INT00030348,EMP00158,EMP00019,slack,2024-05-16,,0.2857656912086438
INT00030349,EMP00581,EMP00731,email,2024-05-02,1.6546605878693896,0.3707162083667297
INT00030350,EMP00294,EMP00335,slack,2024-04-28,,-0.48248554615018613
INT00030351,EMP00740,EMP00698,email,2024-12-21,2.7839769406386123,0.23643443563730196
INT00030352,EMP00355,EMP00111,slack,2024-03-04,,-0.009129745358533628
INT00030353,EMP00234,EMP00217,jira_comment,2024-06-13,,0.1182169395385768
INT00030354,EMP00650,EMP00606,slack,2024-04-14,,-0.04685010155963307
INT00030355,EMP00261,EMP00412,meeting,2024-03-22,,0.020253185858958397
INT00030356,EMP00170,EMP00039,email,2024-08-23,4.199726322820948,0.4595387557102544
INT00030357,EMP00940,EMP00596,slack,2024-05-24,,0.2050935463995331
INT00030358,EMP00489,EMP00445,slack,2024-06-25,,-0.2001130649494066
INT00030359,EMP00461,EMP00403,meeting,2024-09-01,,0.13605577558838
INT00030360,EMP00999,EMP00980,slack,2024-04-17,,0.018349752206837086
INT00030361,EMP00780,EMP00758,email,2024-02-20,4.871771675402244,0.05142658827649849
INT00030362,EMP00193,EMP00178,slack,2024-07-18,,-0.7245657980427654
INT00030363,EMP00375,EMP00427,email,2024-03-08,2.2338296961836233,0.23281147548496733
INT00030364,EMP00176,EMP00815,slack,2024-07-25,,-0.4195967508742965
INT00030365,EMP00194,EMP00774,slack,2024-10-04,,0.037496415488782894
INT00030366,EMP00153,EMP00159,slack,2024-05-02,,0.4084657835009625
INT00030367,EMP00581,EMP00580,meeting,2024-12-09,,0.3963042321803546
INT00030368,EMP00810,EMP00844,email,2024-07-30,6.564648319182001,-0.12826797632098977
INT00030369,EMP00877,EMP00721,slack,2024-05-01,,0.0358611560061949
INT00030370,EMP00637,EMP00875,email,2024-02-25,6.9623755973929695,0.21324903691708652
INT00030371,EMP00869,EMP00919,email,2024-08-27,7.939658866061627,0.27202706511823416
INT00030372,EMP00196,EMP00229,jira_comment,2024-01-25,,-0.14462831871696796
INT00030373,EMP00921,EMP00872,meeting,2024-03-01,,-0.1506906598468579
INT00030374,EMP00560,EMP00578,email,2024-04-28,3.064114262315557,0.0940018954758047
INT00030375,EMP00057,EMP00186,email,2024-10-20,2.995651324451518,-0.030573410730464434
INT00030376,EMP00346,EMP00929,slack,2024-05-27,,-0.3204421893095044
INT00030377,EMP00033,EMP00819,slack,2024-01-10,,0.37167045618642625
INT00030378,EMP00840,EMP00819,meeting,2024-05-04,,-0.08694614692594824
INT00030379,EMP00869,EMP00867,slack,2024-12-14,,0.20806323767818996
INT00030380,EMP00624,EMP00417,slack,2024-11-13,,0.5884689147903537
INT00030381,EMP00438,EMP00448,email,2024-09-15,32.82225471857343,0.2644681371357595
INT00030382,EMP00335,EMP00334,slack,2024-06-01,,0.3545334614265716
INT00030383,EMP00619,EMP00809,slack,2024-12-23,,-0.01044068817236761
INT00030384,EMP00381,EMP00838,email,2024-07-08,0.34414317522759785,0.11812895775021096
INT00030385,EMP00989,EMP00852,meeting,2024-09-21,,0.4914775380923434
INT00030386,EMP00631,EMP00957,meeting,2024-06-21,,0.3794829777275942
INT00030387,EMP00081,EMP00190,email,2024-11-27,1.0475551164449382,0.03640901333823769
INT00030388,EMP00423,EMP00488,email,2024-03-24,9.650212289723264,-0.18509016091210925
INT00030389,EMP00095,EMP00036,slack,2024-07-29,,0.13379847770431727
INT00030390,EMP00036,EMP00145,slack,2024-08-03,,-0.0650883575826959
INT00030391,EMP00128,EMP00005,jira_comment,2024-08-18,,-0.23898567491979641
INT00030392,EMP00490,EMP00407,meeting,2024-08-10,,0.3114879301523048
INT00030393,EMP00454,EMP00448,slack,2024-05-01,,0.09568725073204723
INT00030394,EMP00900,EMP00059,email,2024-09-28,2.8806584392314005,0.29356063683730144
INT00030395,EMP00492,EMP00547,email,2024-11-06,11.307452183541042,-0.21179140823737133
INT00030396,EMP00844,EMP00808,slack,2024-04-07,,-0.31939215818972844
INT00030397,EMP00841,EMP00640,slack,2024-06-29,,-0.4125500185384222
INT00030398,EMP00049,EMP00012,slack,2024-10-09,,0.5694316667298555
INT00030399,EMP00614,EMP00447,slack,2024-05-02,,0.09388644173487172
INT00030400,EMP00903,EMP00278,email,2024-04-08,1.404833587548896,0.4005205081666088
INT00030401,EMP00765,EMP00771,slack,2024-03-26,,0.08480009236736603
INT00030402,EMP00577,EMP00584,email,2024-03-15,5.325401635917667,0.4931177219411059
INT00030403,EMP00727,EMP00704,email,2024-08-10,13.125944628287295,0.3991876370928312
INT00030404,EMP00263,EMP00324,slack,2024-12-24,,0.19152059350840728
INT00030405,EMP00852,EMP00730,email,2024-01-10,2.5484575965877267,0.23930088108748362
INT00030406,EMP00113,EMP00123,jira_comment,2024-11-17,,0.11147959477537835
INT00030407,EMP00695,EMP00694,slack,2024-01-20,,-0.4391620252079207
INT00030408,EMP00908,EMP00894,slack,2024-02-27,,-0.10301174220691464
INT00030409,EMP00717,EMP00265,email,2024-08-25,2.6392043636376754,0.31405710949378585
INT00030410,EMP00594,EMP00916,email,2024-04-23,2.049062700867312,-0.14065706136198186
INT00030411,EMP00537,EMP00531,email,2024-12-27,2.1249583347385874,0.22734275344436172
INT00030412,EMP00955,EMP00953,jira_comment,2024-04-01,,0.567041617916292
INT00030413,EMP00113,EMP00106,meeting,2024-02-13,,0.34044292380322094
INT00030414,EMP00857,EMP00815,email,2024-06-08,2.6088615891233506,-0.21354489272721175
INT00030415,EMP00144,EMP00314,meeting,2024-09-09,,0.4710735071072969
INT00030416,EMP00328,EMP00430,slack,2024-04-18,,0.33578678067632706
INT00030417,EMP00322,EMP00335,email,2024-06-11,1.0062965655302445,-0.029629035491281486
INT00030418,EMP00149,EMP00137,meeting,2024-01-06,,0.0454082100517312
INT00030419,EMP00827,EMP00859,email,2024-06-23,0.3695503017929519,0.2461612207121359
INT00030420,EMP00326,EMP00111,slack,2024-08-10,,0.23879873196685034
INT00030421,EMP00575,EMP00564,meeting,2024-11-07,,-0.23763869192110618
INT00030422,EMP00482,EMP00484,slack,2024-10-10,,0.2174623123339567
INT00030423,EMP00078,EMP00509,email,2024-12-10,0.5768566443730094,0.3322162076022602
INT00030424,EMP00465,EMP00448,slack,2024-07-22,,0.8243511916173643
INT00030425,EMP00690,EMP00612,slack,2024-02-14,,-0.19275455653343057
INT00030426,EMP00285,EMP00270,jira_comment,2024-03-17,,0.3851783278834642
INT00030427,EMP00716,EMP00715,slack,2024-08-26,,0.37059883623423906
INT00030428,EMP00608,EMP00662,meeting,2024-09-24,,-0.19774449174551714
INT00030429,EMP00070,EMP00534,jira_comment,2024-08-06,,0.22185137393302826
INT00030430,EMP00286,EMP00760,email,2024-05-14,2.772174000174031,0.4370405745866911
INT00030431,EMP00110,EMP00063,slack,2024-03-02,,0.17192435750562196
INT00030432,EMP00620,EMP00484,slack,2024-01-13,,-0.34112110123883366
INT00030433,EMP00188,EMP00003,email,2024-05-04,0.2339304881769209,-0.180757665196725
INT00030434,EMP00918,EMP00613,email,2024-03-26,1.2702518996347563,-0.44518752424929353
INT00030435,EMP00957,EMP01000,meeting,2024-10-05,,-0.27297360612179733
INT00030436,EMP00171,EMP00014,email,2024-06-29,3.9353813344490325,0.3340342983290868
INT00030437,EMP00494,EMP00512,email,2024-04-01,2.3638011019600538,0.282582018250858
INT00030438,EMP00319,EMP00285,email,2024-03-18,7.771608077317263,-0.10477776335560701
INT00030439,EMP00703,EMP00748,jira_comment,2024-06-20,,0.24540215762622816
INT00030440,EMP00290,EMP00957,email,2024-11-05,4.575103038144266,-0.1342589941158253
INT00030441,EMP00282,EMP00325,meeting,2024-07-21,,-0.01938411381038048
INT00030442,EMP00734,EMP00731,slack,2024-12-11,,0.13385102516738173
INT00030443,EMP00272,EMP00282,slack,2024-04-19,,0.13301218816519128
INT00030444,EMP00147,EMP00064,email,2024-10-28,1.6671359159233385,-0.2266754237417243
INT00030445,EMP00129,EMP00616,meeting,2024-10-16,,0.3839494786458115
INT00030446,EMP00901,EMP00889,email,2024-01-20,0.2200253746221713,0.24547979818070637
INT00030447,EMP00700,EMP00708,meeting,2024-12-21,,-0.13178988137336495
INT00030448,EMP00010,EMP00188,email,2024-11-25,7.51563315306683,0.26819520989706797
INT00030449,EMP00183,EMP00440,slack,2024-12-06,,-0.2491166378903504
INT00030450,EMP00814,EMP00856,slack,2024-05-14,,0.2597043719675467
INT00030451,EMP00805,EMP00800,meeting,2024-10-01,,0.38269624224750387
INT00030452,EMP00452,EMP00335,email,2024-03-15,1.1528491082699415,-0.17291303380539583
INT00030453,EMP00991,EMP00967,slack,2024-06-01,,0.16889538647873648
INT00030454,EMP00851,EMP00842,email,2024-02-01,2.48425087045031,-0.17149697556117996
INT00030455,EMP00536,EMP00517,slack,2024-07-22,,-0.5327520354547457
INT00030456,EMP00469,EMP00290,slack,2024-08-18,,0.10642479481363641
INT00030457,EMP00641,EMP00713,slack,2024-02-22,,0.3168102539110429
INT00030458,EMP00243,EMP00224,jira_comment,2024-10-27,,0.01876814387112903
INT00030459,EMP00724,EMP00662,slack,2024-03-29,,0.556950702052453
INT00030460,EMP00389,EMP00449,email,2024-06-04,2.293636596150258,-0.15650921668233655
INT00030461,EMP00195,EMP00508,slack,2024-11-05,,0.8788286375599265
INT00030462,EMP00443,EMP00414,jira_comment,2024-08-07,,0.40552690484656706
INT00030463,EMP00367,EMP00374,slack,2024-03-26,,-0.4557094111413802
INT00030464,EMP00141,EMP00993,slack,2024-08-15,,0.2585627398034508
INT00030465,EMP00971,EMP00969,slack,2024-02-27,,0.08367979094740037
INT00030466,EMP00599,EMP00621,email,2024-08-15,7.477161901972537,0.5507070923552765
INT00030467,EMP00096,EMP00767,meeting,2024-11-08,,-0.3020162724407449
INT00030468,EMP00637,EMP00673,email,2024-10-19,1.672069279872258,0.006341908526687576
INT00030469,EMP00261,EMP00702,meeting,2024-10-12,,0.28913003306031587
INT00030470,EMP00874,EMP00863,slack,2024-04-16,,0.22517049251194535
INT00030471,EMP00216,EMP00249,slack,2024-12-29,,0.13705404107220104
INT00030472,EMP00081,EMP00353,email,2024-03-22,2.519130444069882,0.6399340608485188
INT00030473,EMP00474,EMP00981,meeting,2024-03-29,,-0.20817273842696168
INT00030474,EMP00086,EMP00578,jira_comment,2024-02-06,,0.3680155396306152
INT00030475,EMP00156,EMP00904,slack,2024-08-07,,0.44211833808961676
INT00030476,EMP00130,EMP00850,meeting,2024-03-11,,0.42789104461823346
INT00030477,EMP00115,EMP00028,slack,2024-09-04,,0.1008877043396022
INT00030478,EMP00698,EMP00704,email,2024-06-09,3.2773752631355673,0.2551484943441974
INT00030479,EMP00554,EMP00590,email,2024-10-06,2.055395668817643,0.16391687532536076
INT00030480,EMP00148,EMP00111,jira_comment,2024-02-29,,0.39285237568582676
INT00030481,EMP00875,EMP00924,slack,2024-05-08,,0.3675909363295673
INT00030482,EMP00525,EMP00538,email,2024-05-29,1.7432691553454545,0.20825943741432734
INT00030483,EMP00263,EMP00306,email,2024-11-03,3.3084368382062443,-0.3449364599939603
INT00030484,EMP00282,EMP00600,slack,2024-12-02,,-0.037500450628778936
INT00030485,EMP00599,EMP00765,jira_comment,2024-03-28,,0.22602712479631756
INT00030486,EMP00069,EMP00047,meeting,2024-01-07,,0.007618588551871405
INT00030487,EMP00527,EMP00955,slack,2024-08-05,,0.2768956989109559
INT00030488,EMP00376,EMP00701,email,2024-01-28,4.857541178648871,0.5753473426051966
INT00030489,EMP00376,EMP00421,email,2024-02-13,1.279392476527281,0.0834945284077388
INT00030490,EMP00341,EMP00993,meeting,2024-02-17,,-0.14080239818501025
INT00030491,EMP00244,EMP00250,email,2024-12-17,4.809047413701179,-0.04257373347203411
INT00030492,EMP00708,EMP00707,email,2024-03-29,3.5115118410060235,-0.11772356031315831
INT00030493,EMP00316,EMP00333,meeting,2024-09-21,,0.14943025081753472
INT00030494,EMP00699,EMP00741,email,2024-02-17,3.890600829085114,-0.023982057886794333
INT00030495,EMP00046,EMP00986,slack,2024-09-10,,0.33522526509965456
INT00030496,EMP00219,EMP00201,email,2024-11-14,3.675367016797731,-0.5720671614383869
INT00030497,EMP00355,EMP00449,slack,2024-01-02,,0.282547983971133
INT00030498,EMP00076,EMP00645,slack,2024-04-14,,0.26577838621219174
INT00030499,EMP00328,EMP00781,slack,2024-11-20,,0.40925492575105704
INT00030500,EMP00204,EMP00740,jira_comment,2024-08-05,,0.3179581565829999
INT00030501,EMP00957,EMP00996,slack,2024-04-09,,0.5051706544848934
INT00030502,EMP00497,EMP00505,slack,2024-09-11,,0.4648602944962539
INT00030503,EMP00123,EMP00040,jira_comment,2024-04-01,,0.5976195292579563
INT00030504,EMP00128,EMP00074,email,2024-11-30,1.6296369653752276,-0.05024433868098005
INT00030505,EMP00654,EMP00686,jira_comment,2024-02-02,,0.36084451424636454
INT00030506,EMP00808,EMP00782,meeting,2024-10-03,,0.04062850007685258
INT00030507,EMP00180,EMP00569,email,2024-10-18,3.275319338977406,0.1163713286671885
INT00030508,EMP00274,EMP00123,email,2024-08-16,16.175037350626432,0.35817605389878127
INT00030509,EMP00449,EMP00661,email,2024-01-27,5.266865809995657,0.14162138828575888
INT00030510,EMP00365,EMP00388,slack,2024-07-07,,-0.3618166894138517
INT00030511,EMP00799,EMP00837,email,2024-04-12,3.3844733884024096,-0.024199521166631766
INT00030512,EMP00322,EMP00262,email,2024-12-10,2.979595153394938,-0.2610285564397983
INT00030513,EMP00669,EMP00689,email,2024-03-24,1.9478049220235096,0.6066318381393068
INT00030514,EMP00167,EMP00175,email,2024-01-19,4.57335287448051,0.6003185790703024
INT00030515,EMP00254,EMP00214,email,2024-08-12,1.0255618510700926,0.05414033088909019
INT00030516,EMP00912,EMP00882,email,2024-09-25,0.08971622653076972,0.17041499778226865
INT00030517,EMP00540,EMP00784,slack,2024-06-23,,0.41700495943124405
INT00030518,EMP00733,EMP00714,email,2024-03-08,3.130349445821562,0.12880860935741223
INT00030519,EMP00123,EMP00098,meeting,2024-09-06,,0.13394308015289969
INT00030520,EMP00328,EMP00650,email,2024-11-20,2.4565707453570687,-0.16468117669889162
INT00030521,EMP00803,EMP00837,slack,2024-08-22,,0.3985974356240113
INT00030522,EMP00899,EMP00880,slack,2024-02-26,,0.9118193696693365
INT00030523,EMP00230,EMP00202,jira_comment,2024-07-09,,-0.12499272372725193
INT00030524,EMP00327,EMP00979,slack,2024-11-13,,-0.08450013991007382
INT00030525,EMP00203,EMP00204,email,2024-12-25,2.193236057446374,-0.23848638047394624
INT00030526,EMP00667,EMP00992,email,2024-04-05,4.391985094988768,-0.5811058502284567
INT00030527,EMP00092,EMP00087,slack,2024-08-13,,-0.1204707925769544
INT00030528,EMP00472,EMP00587,slack,2024-01-18,,0.2851812523621218
INT00030529,EMP00993,EMP00492,email,2024-11-30,1.7332878977073254,0.2723826536446317
INT00030530,EMP00506,EMP00514,email,2024-03-23,10.85819127068248,0.28820976694565353
INT00030531,EMP00573,EMP00554,email,2024-09-03,1.8551495760736993,0.3543740852569345
INT00030532,EMP00804,EMP00726,email,2024-01-29,0.9669024739292847,-0.06610314680255736
INT00030533,EMP00488,EMP00436,jira_comment,2024-12-11,,0.4345289032174069
INT00030534,EMP00283,EMP00330,slack,2024-10-16,,0.2501560774244308
INT00030535,EMP00681,EMP00479,email,2024-12-17,5.842293596333579,-0.031421984525659946
INT00030536,EMP00995,EMP00950,meeting,2024-06-25,,0.20735723773685127
INT00030537,EMP00012,EMP00032,email,2024-03-30,1.706674830628568,0.20179978655060887
INT00030538,EMP00763,EMP00756,jira_comment,2024-11-15,,-0.01357825615709976
INT00030539,EMP00500,EMP00519,slack,2024-12-29,,0.12807714665288644
INT00030540,EMP00057,EMP00101,slack,2024-10-16,,0.846973019797185
INT00030541,EMP00775,EMP00779,slack,2024-11-14,,0.08083294350563242
INT00030542,EMP00239,EMP00259,slack,2024-09-30,,-0.05268988859228452
INT00030543,EMP00368,EMP00306,email,2024-07-04,6.526058829679948,-0.12206983060925225
INT00030544,EMP00289,EMP00007,email,2024-04-17,5.273285345510883,0.21093972662814492
INT00030545,EMP00759,EMP00767,meeting,2024-12-05,,0.31573974055304665
INT00030546,EMP00216,EMP00254,email,2024-04-25,0.32329853249126705,-0.14227612356792432
INT00030547,EMP00610,EMP00670,meeting,2024-10-26,,0.39654052050685673
INT00030548,EMP00917,EMP00910,slack,2024-05-17,,0.23063486615030698
INT00030549,EMP00054,EMP00594,email,2024-03-29,8.548634522222974,0.40901547097297897
INT00030550,EMP00062,EMP00596,email,2024-05-06,2.359231973885215,-0.3037335481415667
INT00030551,EMP00210,EMP00895,jira_comment,2024-01-18,,0.1308067799666064
INT00030552,EMP00121,EMP00850,email,2024-01-17,12.8716951258534,-0.16431649930321104
INT00030553,EMP00194,EMP00909,email,2024-05-21,1.1938882821669454,-0.0018739404933287712
INT00030554,EMP00351,EMP00462,slack,2024-11-04,,0.5848033839713935
INT00030555,EMP00589,EMP00587,slack,2024-01-04,,0.3715763752424197
INT00030556,EMP00970,EMP00944,meeting,2024-03-10,,0.07468075084429177
INT00030557,EMP00265,EMP00452,slack,2024-04-09,,-0.15069063527688273
INT00030558,EMP00315,EMP00307,email,2024-08-20,1.812371900835665,0.19830127533188902
INT00030559,EMP00403,EMP00419,meeting,2024-07-23,,0.45290341038859916
INT00030560,EMP00313,EMP00794,jira_comment,2024-02-26,,-0.09838716185069635
INT00030561,EMP00854,EMP00143,jira_comment,2024-01-16,,-0.15100017287366616
INT00030562,EMP00766,EMP00273,slack,2024-02-22,,0.6239949579270191
INT00030563,EMP00233,EMP00248,meeting,2024-09-05,,0.6829164678895623
INT00030564,EMP00761,EMP00755,slack,2024-08-17,,0.769645258780042
INT00030565,EMP00751,EMP00817,slack,2024-02-14,,0.12524700782480896
INT00030566,EMP00931,EMP00395,slack,2024-01-26,,0.3301824281432796
INT00030567,EMP00165,EMP00826,meeting,2024-01-17,,0.6717865114674049
INT00030568,EMP00545,EMP00419,meeting,2024-08-25,,0.31284736384601863
INT00030569,EMP00668,EMP00046,slack,2024-06-02,,-0.205866372868829
INT00030570,EMP00072,EMP00074,meeting,2024-04-04,,0.6759847465591124
INT00030571,EMP00122,EMP00784,email,2024-03-15,1.481611779216368,-0.226627058689323
INT00030572,EMP00224,EMP00258,email,2024-04-28,7.56977192882458,0.25910766973488164
INT00030573,EMP00296,EMP00262,slack,2024-12-21,,-0.03334649901226999
INT00030574,EMP00660,EMP00657,email,2024-08-24,0.6327829195076118,-0.04180340665734947
INT00030575,EMP00383,EMP00370,slack,2024-03-24,,0.4250249727045987
INT00030576,EMP00445,EMP00991,email,2024-06-18,9.412893254262901,-0.16519115643554336
INT00030577,EMP00003,EMP00109,meeting,2024-01-17,,-0.0972706346529092
INT00030578,EMP00567,EMP00570,slack,2024-09-20,,0.21162985579547808
INT00030579,EMP00790,EMP00847,jira_comment,2024-02-01,,-0.16416527738123007
INT00030580,EMP00949,EMP00987,email,2024-05-01,0.552243678975808,0.49639747386331756
INT00030581,EMP00861,EMP00872,slack,2024-02-18,,-0.2514728261527682
INT00030582,EMP00615,EMP00679,email,2024-02-07,8.807817194156735,0.31827560026703333
INT00030583,EMP00751,EMP00777,slack,2024-12-30,,0.42329127460564475
INT00030584,EMP00912,EMP00880,meeting,2024-12-12,,0.2923771095735699
INT00030585,EMP00797,EMP00834,slack,2024-02-08,,-0.016445121963230683
INT00030586,EMP00887,EMP00926,email,2024-06-10,11.352155362205336,0.07427892732798409
INT00030587,EMP00651,EMP00021,slack,2024-06-14,,-0.47641982727542553
INT00030588,EMP00112,EMP00133,email,2024-12-16,0.3824682173144387,-0.3400934465848764
INT00030589,EMP00872,EMP00893,email,2024-09-20,4.113228971146285,0.08432478216170383
INT00030590,EMP00040,EMP00279,email,2024-01-02,8.909678454196309,0.12862770258803896
INT00030591,EMP00929,EMP00861,email,2024-05-19,11.212511035225738,0.25608069243436155
INT00030592,EMP00744,EMP00719,slack,2024-05-30,,-0.09503444074550516
INT00030593,EMP00011,EMP00058,slack,2024-05-10,,0.5896016227086486
INT00030594,EMP00626,EMP00685,slack,2024-06-28,,0.2722054112968776
INT00030595,EMP00668,EMP00954,slack,2024-06-23,,0.21176484664633222
INT00030596,EMP00258,EMP00575,email,2024-11-13,3.6143659005777575,0.7359405151538012
INT00030597,EMP00731,EMP00702,slack,2024-07-06,,0.2540136155157255
INT00030598,EMP00840,EMP00809,jira_comment,2024-03-31,,-0.1871976974529798
INT00030599,EMP00477,EMP00495,slack,2024-11-28,,-0.2275878254408318
INT00030600,EMP00765,EMP00756,slack,2024-11-11,,0.39089052158290705
INT00030601,EMP00442,EMP00399,meeting,2024-09-12,,0.4314343603651829
INT00030602,EMP00296,EMP00962,slack,2024-12-05,,0.0779799365460565
INT00030603,EMP00573,EMP00562,jira_comment,2024-11-06,,0.29668144984036615
INT00030604,EMP00974,EMP00994,meeting,2024-04-21,,0.28020190565745484
INT00030605,EMP00215,EMP00235,slack,2024-01-14,,0.3923887596018355
INT00030606,EMP00875,EMP00922,email,2024-05-01,3.035337506828752,0.4569731183349539
INT00030607,EMP00368,EMP00406,email,2024-04-15,0.3662542152135945,0.9487464108889148
INT00030608,EMP00275,EMP00753,email,2024-08-26,1.2359445689466961,-0.17083247310363023
INT00030609,EMP00208,EMP00445,slack,2024-03-13,,-0.03811428249187629
INT00030610,EMP00392,EMP00466,meeting,2024-11-12,,0.503947506293752
INT00030611,EMP00315,EMP00270,slack,2024-03-13,,0.36056111323826323
INT00030612,EMP00768,EMP00780,email,2024-02-15,1.9617469061747383,0.09895574055773373
INT00030613,EMP00421,EMP00474,slack,2024-05-27,,-0.11772037254454401
INT00030614,EMP00395,EMP00457,email,2024-08-31,2.431204905320094,0.08362973880141261
INT00030615,EMP00261,EMP00291,email,2024-01-24,2.461720340926281,-0.139298954010901
INT00030616,EMP00880,EMP00903,slack,2024-02-04,,0.19653349908423728
INT00030617,EMP00047,EMP00396,email,2024-09-17,4.007808648859062,0.5443299646446206
INT00030618,EMP00969,EMP00779,jira_comment,2024-12-08,,-0.3732740323583916
INT00030619,EMP00547,EMP00284,jira_comment,2024-10-06,,0.10954419469910091
INT00030620,EMP00395,EMP00827,jira_comment,2024-12-11,,-0.3224828094381238
