employee_id,department,job_level,tenure_years,monthly_salary,engagement_score,age,gender,education,salary_vs_dept_avg,latest_rating,avg_rating,rating_trend,avg_sentiment,pct_negative_review,absent_rate,avg_hours_worked,no_show_count,absence_worsening,influence_score,in_degree_weighted_norm,betweenness_norm,network_role,is_isolated,avg_completion_rate,n_trainings_completed,avg_assessment_score
EMP00509,Finance,2,1.69,17378784,3.9,36,P,D3,1.0392874806683787,4,4.0,-3.14018491736755e-16,-0.2143,1.0,0.007633587786259542,7.925954198473282,0,0.030303030303030304,0.1092,0.391304347826087,0.0,Central Connector,0,0.8733333333333334,2,74.46666666666665
EMP00510,Finance,3,2.49,20571937,3.3,23,L,S1,1.230244680939622,3,3.5,-0.9999999999999998,-0.2023,1.0,0.003816793893129771,7.987022900763359,0,0.015151515151515152,0.0092,0.0,0.0,Central Connector,1,0.792,3,76.34
EMP00511,Finance,1,6.4,13078894,2.9,28,L,S1,0.7821451026256367,3,3.0,-3.14018491736755e-16,-0.2263,1.0,0.003816793893129771,7.9541984732824424,0,-0.015384615384615385,0.0092,0.0,0.0,Central Connector,1,0.8033333333333333,1,71.89999999999999
EMP00512,Finance,1,3.01,10318064,3.4,41,P,S1,0.6170417182200489,4,3.5,0.9999999999999996,-0.2263,1.0,0.022900763358778626,7.8408396946564896,1,0.014685314685314685,0.1236,0.2608695652173913,0.1666666666666666,Central Connector,0,0.775,1,83.75
EMP00513,Finance,3,2.98,15959533,4.2,26,L,S2,0.95441331477587,4,4.5,-1.0000000000000007,0.0,0.0,0.003816793893129771,7.9629770992366415,0,0.0,0.1096,0.391304347826087,0.0,Central Connector,0,0.77,1,74.65
EMP00514,Finance,2,3.25,15878848,3.8,42,L,S1,0.9495881837208014,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.007633587786259542,7.945801526717558,0,-0.03076923076923077,0.1341,0.5217391304347826,0.0,Central Connector,0,0.8025,3,77.10000000000001
EMP00515,Finance,1,5.14,14157096,2.8,50,P,S1,0.846623827962899,3,3.5,-0.9999999999999998,-0.17715,1.0,0.061068702290076333,7.084351145038168,1,-0.031235431235431238,0.1859,0.5217391304347826,0.0478583393156257,Central Connector,0,0.6,0,69.1
EMP00516,Finance,2,2.5,15742450,3.8,46,L,D3,0.9414312992236924,3,3.5,-0.9999999999999998,-0.2143,1.0,0.007633587786259542,7.933587786259541,0,0.015151515151515152,0.0671,0.2608695652173913,0.0,Central Connector,1,0.784,3,81.02000000000001
EMP00517,Finance,1,4.7,12672929,4.3,44,L,S1,0.7578675500598452,5,4.5,0.9999999999999991,0.1909,0.0,0.019083969465648856,7.8893129770992365,0,-0.015384615384615385,0.0092,0.0,0.0,Central Connector,1,0.88,1,83.4
EMP00518,Finance,3,5.99,21742538,3.8,31,L,S2,1.3002490589305034,4,3.5,0.9999999999999996,-0.10115,0.5,0.03435114503816794,7.746564885496183,0,0.014685314685314685,0.0092,0.0,0.0,Information Broker,1,0.8066666666666666,2,88.73333333333333
EMP00519,Finance,1,3.97,13679462,3.5,23,L,S1,0.8180603199210498,4,3.5,0.9999999999999996,-0.2263,1.0,0.015267175572519083,7.8408396946564896,0,-0.015384615384615385,0.0475,0.1304347826086956,0.0238095238095238,Information Broker,1,0.815,3,78.825
EMP00520,Finance,2,2.91,16100383,3.7,28,P,S1,0.9628364381458446,3,3.5,-0.9999999999999998,-0.2143,1.0,0.015267175572519083,7.899236641221374,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.7875,3,48.175
EMP00521,Finance,1,1.28,12903657,4.4,32,L,D3,0.7716655650325644,5,5.0,-1.0721261933235726e-15,0.0,0.0,0.011450381679389313,7.960687022900762,0,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.66,0,84.2
EMP00522,Finance,1,1.41,11932657,2.3,44,L,S1,0.7135977425814081,2,2.0,-1.570092458683775e-16,-0.31930000000000003,1.0,0.011450381679389313,7.898473282442748,0,0.030303030303030304,0.0092,0.0,0.0,Central Connector,1,0.6140000000000001,0,80.53999999999999
EMP00523,Finance,4,3.08,22990600,4.1,50,L,S1,1.3748857660613325,5,4.5,0.9999999999999991,0.33525,0.0,0.022900763358778626,7.781679389312977,0,0.045454545454545456,0.0092,0.0,0.0,Information Broker,1,0.8275,3,73.25
EMP00524,Finance,3,2.36,17384694,3.1,44,L,S2,1.0396409109780453,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.03435114503816794,7.466793893129771,0,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.704,0,79.47999999999999
EMP00525,Finance,3,1.55,23316319,3.0,29,L,S1,1.3943644406864284,4,4.0,-3.14018491736755e-16,-0.2143,1.0,0.022900763358778626,7.855343511450381,0,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.75,0,81.4
EMP00526,Finance,1,5.48,15222286,3.2,35,P,S2,0.910324408598066,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.003816793893129771,7.945419847328243,0,0.0,0.0646,0.1304347826086956,0.0714285714285714,Central Connector,1,0.8125,2,83.075
EMP00527,Finance,3,5.92,21746338,4.0,46,P,S1,1.3004763068453482,5,5.0,-1.0721261933235726e-15,0.0,0.0,0.019083969465648856,7.832442748091602,0,-0.00046620046620046707,0.3294,0.2608695652173913,0.7738095238095238,Central Connector,0,0.835,3,75.975
EMP00528,Finance,2,4.73,19856865,3.5,47,L,S1,1.1874818859491036,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.030534351145038167,7.763740458015267,0,-0.0006993006993007006,0.0092,0.0,0.0,Central Connector,1,0.826,2,76.44
EMP00529,Finance,1,1.62,12476546,2.5,44,L,S2,0.7461234376227438,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.015267175572519083,7.853435114503816,0,0.015151515151515152,0.0446,0.1304347826086956,0.0,Central Connector,1,0.8,1,83.2
EMP00530,Finance,4,2.27,23643052,4.1,29,L,S2,1.4139037546235382,5,4.5,0.9999999999999991,0.52615,0.0,0.030534351145038167,7.811068702290076,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.895,2,83.4
EMP00531,Finance,4,5.42,19856364,3.3,37,L,S1,1.1874519251055937,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.0,7.987786259541985,0,0.0,0.1174,0.391304347826087,0.0238095238095238,Central Connector,0,0.8766666666666666,2,76.73333333333333
EMP00532,Finance,2,5.71,12817353,3.2,24,L,S1,0.7665044060739397,3,3.5,-0.9999999999999998,-0.2023,1.0,0.026717557251908396,7.743511450381679,0,-0.015617715617715619,0.0746,0.1304347826086956,0.1071428571428571,Central Connector,1,0.91,1,86.0
EMP00533,Finance,3,2.6,21231587,2.1,30,L,S1,1.26969312489421,3,3.0,-3.14018491736755e-16,-0.10730000000000003,0.5,0.007633587786259542,8.005343511450382,0,0.015151515151515152,0.0811,0.2608695652173913,0.0238095238095238,Central Connector,1,0.7849999999999999,1,78.65
EMP00534,Finance,1,5.41,13156293,2.8,23,P,S2,0.7867737240364473,4,3.5,0.9999999999999996,-0.11315,0.5,0.011450381679389313,7.972137404580152,0,-0.03076923076923077,0.1487,0.391304347826087,0.1555396027757837,Central Connector,0,0.79,2,78.125
EMP00535,Finance,2,3.08,13547270,3.8,50,P,D3,0.8101549629844244,4,3.5,0.9999999999999996,-0.11315,0.5,0.022900763358778626,7.8667938931297705,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.8049999999999999,1,78.85
EMP00536,Finance,1,5.44,10661151,4.2,44,L,S1,0.6375590354201518,4,4.0,-3.14018491736755e-16,0.1909,0.0,0.03435114503816794,7.72442748091603,1,-0.031002331002331004,0.1001,0.2608695652173913,0.0,Central Connector,0,0.858,4,85.22
EMP00537,Finance,1,4.79,12901947,2.7,49,L,S1,0.7715633034708842,4,3.5,0.9999999999999996,-0.2143,1.0,0.022900763358778626,7.823664122137405,0,-0.015850815850815853,0.0794,0.2608695652173913,0.0238095238095238,Central Connector,1,0.8674999999999999,3,78.075
EMP00538,Finance,2,1.13,17772188,3.4,22,P,S1,1.0628138592714422,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.019083969465648856,7.824427480916031,0,-0.00023310023310023353,0.0092,0.0,0.0,Information Broker,1,0.8633333333333333,2,75.26666666666667
EMP00539,Finance,2,1.16,14451878,2.9,30,L,S1,0.8642524055507432,3,3.5,-0.9999999999999998,-0.2143,1.0,0.0,8.085877862595419,0,0.0,0.1959,0.2608695652173913,0.3928571428571428,Central Connector,0,0.775,1,83.425
EMP00540,Finance,2,3.52,18039335,4.1,41,L,S1,1.0787898062996184,5,4.5,0.9999999999999991,0.1909,0.0,0.026717557251908396,7.842748091603054,0,-0.00046620046620046707,0.0465,0.1304347826086956,0.0,Information Broker,1,0.92,1,69.2
EMP00541,Finance,3,2.28,20342812,3.7,23,P,S2,1.2165425287057174,3,3.5,-0.9999999999999998,-0.11315,0.5,0.015267175572519083,7.848091603053434,0,0.045454545454545456,0.1,0.3478260869565217,0.0357142857142857,Central Connector,0,0.795,1,64.95
EMP00542,Finance,2,4.49,15197973,3.0,45,L,S1,0.9088704405576387,4,3.5,0.9999999999999996,-0.2143,1.0,0.026717557251908396,7.777480916030535,1,-0.00046620046620046707,0.0092,0.0,0.0,Information Broker,1,0.7575000000000001,2,87.0
EMP00543,Finance,1,1.78,10061229,3.9,31,L,S1,0.6016824502702623,3,3.5,-0.9999999999999998,-0.2023,1.0,0.026717557251908396,7.830152671755725,0,-0.00023310023310023353,0.0092,0.0,0.0,Information Broker,1,0.7999999999999999,1,70.8
EMP00544,Finance,1,2.62,15797495,3.3,30,L,S1,0.9447231048743865,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.015267175572519083,7.805725190839694,0,-0.015384615384615385,0.1049,0.2608695652173913,0.0714285714285714,Central Connector,0,0.724,1,79.58000000000001
EMP00545,Finance,1,5.73,12618003,2.3,41,L,S1,0.7545828608570108,3,2.5,0.9999999999999994,0.08399999999999999,0.5,0.007633587786259542,7.9553435114503825,0,0.015151515151515152,0.2489,0.2608695652173913,0.5714285714285714,Central Connector,0,0.87,1,85.1
EMP00546,Finance,2,3.93,17754535,3.4,34,L,S2,1.061758173102822,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.015267175572519083,7.901908396946566,0,0.015151515151515152,0.1408,0.3043478260869565,0.1785714285714285,Central Connector,0,0.7925,2,75.625
EMP00547,Finance,3,1.86,18256020,2.6,35,P,S1,1.09174802062282,4,3.5,0.9999999999999996,-0.128,1.0,0.03816793893129771,7.35381679389313,1,0.014918414918414918,0.0879,0.1739130434782608,0.1316104331179708,Central Connector,1,0.775,1,86.6
EMP00548,Finance,1,2.27,13928462,3.5,50,L,S1,0.8329510385516758,3,3.5,-0.9999999999999998,-0.11315,0.5,0.007633587786259542,7.947328244274808,0,-0.015384615384615385,0.0092,0.0,0.0,Central Connector,1,0.76,1,73.35
EMP00549,Finance,4,5.63,29913114,2.4,28,L,S2,1.7888665218467534,1,1.0,-7.850462293418875e-17,-0.31930000000000003,1.0,0.022900763358778626,7.8171755725190835,2,-0.015617715617715619,0.1501,0.1304347826086956,0.3589375448671931,Information Broker,0,0.8640000000000001,4,73.55999999999999
EMP00550,Finance,1,1.85,16399620,3.2,22,L,S2,0.980731434012803,3,3.5,-0.9999999999999998,-0.2143,1.0,0.030534351145038167,7.738931297709923,1,-0.00046620046620046707,0.0092,0.0,0.0,Information Broker,1,0.38,0,81.7
EMP00551,HR,1,2.3,8535808,4.1,23,L,S1,0.7237559462692815,5,4.5,0.9999999999999991,0.1909,0.0,0.022900763358778626,7.801145038167939,0,-0.06153846153846154,0.1154,0.3043478260869565,0.0178571428571428,Central Connector,0,0.7033333333333333,1,64.46666666666667
EMP00552,HR,2,3.69,14485759,1.6,37,L,S1,1.2282556276422527,3,2.5,0.9999999999999994,0.28315,0.0,0.003816793893129771,7.938931297709924,0,0.015151515151515152,0.1404,0.4782608695652174,0.0238095238095238,Central Connector,0,0.8674999999999999,4,81.975
EMP00553,HR,2,4.02,11941246,3.0,27,L,S1,1.012504943687144,3,3.0,-3.14018491736755e-16,0.0,0.0,0.011450381679389313,7.9103053435114505,1,-0.015384615384615385,0.1715,0.2608695652173913,0.2966269841269841,Central Connector,0,0.7933333333333333,2,67.06666666666668
EMP00554,HR,2,1.6,12848537,4.6,46,L,S2,1.0894346562868888,5,5.0,-1.0721261933235726e-15,0.52615,0.0,0.007633587786259542,7.978244274809161,0,-0.00023310023310023353,0.0575,0.1304347826086956,0.0357142857142857,Information Broker,1,0.79,0,77.2
EMP00555,HR,2,2.61,11898003,3.3,33,P,S1,1.0088383454711904,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.022900763358778626,7.824427480916031,0,-0.015617715617715619,0.0985,0.2608695652173913,0.0714285714285714,Central Connector,1,0.915,2,61.55
EMP00556,HR,1,3.72,13792184,3.3,28,L,S1,1.1694470145111096,3,3.5,-0.9999999999999998,-0.2143,1.0,0.0,8.00114503816794,0,0.0,0.1428,0.391304347826087,0.0535714285714285,Central Connector,0,0.77,1,91.25
EMP00557,HR,2,5.11,11916543,3.2,46,L,D3,1.0104103624663985,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.026717557251908396,7.810687022900764,1,-0.015850815850815853,0.0092,0.0,0.0,Central Connector,1,0.81,1,56.8
EMP00558,HR,2,4.35,8807486,3.3,36,L,D3,0.7467916762166452,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.0,8.050763358778626,0,0.0,0.3678,0.9130434782608696,0.3759920634920634,Central Connector,0,0.94,1,71.9
EMP00559,HR,1,6.08,8162201,2.9,27,L,D3,0.6920775992612622,3,3.5,-0.9999999999999998,0.0,0.0,0.003816793893129771,8.025954198473283,0,0.0,0.1992,0.3043478260869565,0.3244047619047619,Central Connector,0,0.74,0,84.7
EMP00560,HR,2,5.75,13262630,2.4,48,P,D3,1.1245458339350372,2,1.5,0.9999999999999998,0.28315,0.0,0.007633587786259542,7.945801526717558,0,-0.03076923076923077,0.335,0.5217391304347826,0.2202380952380952,Central Connector,0,0.73,1,60.425000000000004
EMP00561,HR,1,1.33,10646068,4.7,39,L,S1,0.9026860748727148,5,4.5,0.9999999999999991,0.1909,0.0,0.026717557251908396,7.791984732824427,2,0.03006993006993007,0.2307,0.4347826086956521,0.3230437903804738,Central Connector,0,0.945,2,69.35
EMP00562,HR,1,1.78,8337793,2.6,42,L,S1,0.7069661433940867,4,3.5,0.9999999999999996,-0.2143,1.0,0.019083969465648856,7.8877862595419845,0,-0.03076923076923077,0.2656,0.6086956521739131,0.0119047619047619,Central Connector,0,0.8300000000000001,2,77.26666666666667
EMP00563,HR,1,1.46,10454604,3.2,26,L,S1,0.8864517349606055,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.030534351145038167,7.777099236641221,0,-0.00046620046620046707,0.1174,0.1304347826086956,0.1845238095238095,Information Broker,0,0.76,0,87.0
EMP00564,HR,2,5.98,10789415,2.9,23,L,S1,0.9148405473760634,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.04198473282442748,7.299618320610687,0,-0.06153846153846154,0.5199,0.5217391304347826,0.5515873015873016,Central Connector,0,0.8775,3,76.275
EMP00565,HR,1,2.21,8534639,3.9,29,P,S3,0.723656826103834,4,3.5,0.9999999999999996,-0.2263,1.0,0.03435114503816794,7.779770992366412,1,-0.015850815850815853,0.1256,0.391304347826087,0.0767727526521496,Central Connector,0,0.808,3,76.16
EMP00566,HR,2,5.83,13764271,3.7,51,L,D3,1.1670802555905464,3,3.5,-0.9999999999999998,-0.2023,1.0,0.007633587786259542,7.929389312977099,0,0.0,0.0626,0.1739130434782608,0.0297619047619047,Central Connector,1,0.7466666666666667,1,75.7
EMP00567,HR,1,5.65,8545536,2.5,35,P,S1,0.7245807888436819,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.019083969465648856,7.869847328244275,1,0.030303030303030304,0.1494,0.4347826086956521,0.1309523809523809,Central Connector,0,0.77,0,62.7
EMP00568,HR,1,2.7,7149527,3.3,38,P,S1,0.6062124030042355,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.030534351145038167,7.782824427480915,0,0.014685314685314685,0.0731,0.2608695652173913,0.0148809523809523,Central Connector,1,0.77,1,85.73333333333333
EMP00569,HR,2,6.45,11921099,2.4,27,L,S1,1.0107966682609058,2,1.5,0.9999999999999998,0.26115,0.0,0.003816793893129771,7.95763358778626,0,0.0,0.0891,0.3043478260869565,0.0,Central Connector,1,0.8475,3,58.7
EMP00570,HR,1,6.28,8064339,2.6,24,P,S2,0.6837798254109362,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.026717557251908396,7.79236641221374,0,-0.031002331002331004,0.2551,0.391304347826087,0.4662698412698413,Central Connector,0,0.7166666666666667,2,85.3
EMP00571,HR,2,2.45,12897404,4.3,50,L,S1,1.0935781166161678,5,5.0,-1.0721261933235726e-15,0.1909,0.0,0.0,8.026335877862596,0,0.0,0.3053,0.3043478260869565,0.4642857142857142,Central Connector,0,0.89,1,91.2
EMP00572,HR,2,5.24,11023784,3.8,41,L,S2,0.9347128262946127,3,3.5,-0.9999999999999998,-0.10115,0.5,0.026717557251908396,7.816793893129771,0,-0.061771561771561775,0.0092,0.0,0.0,Central Connector,1,0.875,4,69.64999999999999
EMP00573,HR,2,5.91,12425047,2.7,35,L,S1,1.0535267017399288,3,3.5,-0.9999999999999998,-0.2143,1.0,0.030534351145038167,7.777480916030535,0,0.029836829836829837,0.1208,0.391304347826087,0.0595238095238095,Central Connector,0,0.7766666666666667,2,85.8
EMP00574,HR,3,2.92,11107584,3.0,29,L,S1,0.9418182752805044,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.019083969465648856,7.858778625954199,1,-0.015384615384615385,0.0092,0.0,0.0,Central Connector,1,0.89,3,71.63333333333333
EMP00575,HR,4,4.61,18911107,3.0,46,P,S2,1.6034833658143006,4,3.5,0.9999999999999996,-0.10115,0.5,0.030534351145038167,7.746946564885496,3,0.014918414918414918,0.1783,0.4347826086956521,0.1884920634920635,Central Connector,0,0.73,0,90.0
EMP00576,HR,1,5.07,8562369,2.2,43,L,S1,0.7260080683517908,2,1.5,0.9999999999999998,-0.56775,1.0,0.0,8.008015267175573,0,0.0,0.152,0.1304347826086956,0.2261904761904761,Central Connector,0,0.7949999999999999,2,82.32499999999999
EMP00577,HR,2,5.48,13100305,3.1,49,L,D3,1.110782206170898,4,3.5,0.9999999999999996,-0.10115,0.5,0.015267175572519083,7.912977099236641,0,-0.015384615384615385,0.1841,0.2608695652173913,0.0777698013878918,Central Connector,0,0.7233333333333333,1,78.36666666666666
EMP00578,HR,2,5.47,10181430,2.7,34,L,S1,0.8632891583344484,4,4.0,-3.14018491736755e-16,-0.2143,1.0,0.03435114503816794,7.696183206106871,0,-0.031002331002331004,0.1357,0.391304347826087,0.0277777777777777,Central Connector,0,0.87,3,80.425
EMP00579,HR,1,2.66,10434329,2.8,43,P,D3,0.8847326063425989,4,3.5,0.9999999999999996,-0.2143,1.0,0.026717557251908396,7.7145038167938935,0,-0.00023310023310023353,0.1624,0.2608695652173913,0.2432798915210975,Central Connector,0,0.84,1,69.16666666666667
EMP00580,HR,3,4.7,14457193,2.9,27,L,S1,1.2258335004855585,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.026717557251908396,7.795038167938931,0,-0.015384615384615385,0.0686,0.1739130434782608,0.0,Central Connector,1,0.86,1,72.15
EMP00581,HR,5,2.24,24784052,3.3,39,P,S1,2.101453665270714,3,3.0,-3.14018491736755e-16,-0.2263,1.0,0.0,8.003053435114504,0,0.0,0.158,0.5217391304347826,0.0595238095238095,Central Connector,0,0.8460000000000001,3,78.8
EMP00582,HR,2,3.62,12990229,3.9,31,P,S1,1.1014488004122942,3,3.5,-0.9999999999999998,0.0,0.0,0.030534351145038167,7.780534351145038,2,-0.00023310023310023353,0.121,0.391304347826087,0.0595238095238095,Central Connector,0,0.49,0,81.9
EMP00583,HR,3,2.78,14294905,3.5,31,L,S1,1.2120730099721648,3,3.5,-0.9999999999999998,-0.2263,1.0,0.022900763358778626,7.807633587786259,0,-0.031002331002331004,0.0092,0.0,0.0,Central Connector,1,0.79,0,65.8
EMP00584,HR,1,2.99,8652725,3.0,47,P,S1,0.7336694042535715,4,3.5,0.9999999999999996,-0.2143,1.0,0.0,7.950763358778626,0,0.0,0.0753,0.1304347826086956,0.1071428571428571,Central Connector,1,0.7725,2,81.0
EMP00585,HR,1,3.36,10920849,3.9,51,P,S1,0.925984909929902,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.0,8.018320610687024,0,0.0,0.1383,0.4782608695652174,0.0515873015873015,Central Connector,0,0.98,1,61.8
EMP00586,HR,1,5.3,9742723,3.3,40,L,S2,0.826090945825456,3,3.0,-3.14018491736755e-16,0.08399999999999999,0.5,0.07251908396946564,7.046564885496183,0,-0.031235431235431238,0.3457,0.6521739130434783,0.3204365079365079,Central Connector,0,0.855,2,72.75
EMP00587,HR,2,5.17,12193931,2.9,43,L,S1,1.0339302465153066,4,3.5,0.9999999999999996,0.0,0.0,0.061068702290076333,7.068702290076335,1,-0.016083916083916086,0.3694,0.7391304347826086,0.3878519582037171,Central Connector,0,0.91,1,93.3
EMP00588,HR,2,3.38,11524654,3.9,29,L,S1,0.9771818744278293,3,3.5,-0.9999999999999998,-0.10115,0.5,0.0,7.9961832061068705,0,0.0,0.1056,0.2608695652173913,0.0704365079365079,Central Connector,0,0.774,2,66.64
EMP00589,HR,3,2.86,16384905,3.4,35,L,S1,1.3892852818160017,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.007633587786259542,7.935877862595419,0,0.0,0.0504,0.1739130434782608,0.0,Central Connector,1,0.8400000000000001,2,77.775
EMP00590,HR,2,2.32,13303412,2.9,28,P,S1,1.1280037625811306,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.019083969465648856,7.8606870229007635,0,0.030303030303030304,0.0957,0.2608695652173913,0.0,Central Connector,1,0.71,0,95.2
EMP00591,Operations,2,4.93,10982731,4.3,22,P,S3,0.9649787091909686,4,4.0,-3.14018491736755e-16,0.0,0.0,0.030534351145038167,7.748091603053435,1,0.06060606060606061,0.0754,0.2608695652173913,0.0,Central Connector,1,0.798,2,72.16
EMP00592,Operations,2,2.45,10421505,4.3,30,P,S2,0.9156675550668796,4,4.0,-3.14018491736755e-16,0.0,0.0,0.019083969465648856,7.856870229007634,0,0.04522144522144522,0.0092,0.0,0.0,Central Connector,1,0.7125,2,51.775
EMP00593,Operations,2,2.07,9950547,2.3,43,P,S1,0.8742876430101096,1,1.5,-1.0,-0.6249,1.0,0.0,8.013358778625955,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.8175,3,79.5
EMP00594,Operations,1,6.02,7534404,3.6,26,L,S2,0.6619974072426312,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.003816793893129771,8.025954198473283,0,0.015151515151515152,0.0431,0.1304347826086956,0.0,Central Connector,1,0.91,1,76.6
EMP00595,Operations,2,5.94,12244896,3.3,30,L,S1,1.075876659116722,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.026717557251908396,7.74236641221374,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.89,1,50.1
EMP00596,Operations,1,1.46,10899263,4.5,46,L,D3,0.9576449373906075,4,4.5,-1.0000000000000007,0.1909,0.0,0.003816793893129771,8.019847328244275,0,0.0,0.107,0.391304347826087,0.0,Central Connector,0,0.74,0,77.65
EMP00597,Operations,3,3.98,11957935,3.0,35,L,S1,1.050663325987817,4,4.0,-3.14018491736755e-16,0.0,0.0,0.019083969465648856,7.799618320610687,0,0.015151515151515152,0.0392,0.1304347826086956,0.0,Information Broker,1,0.8699999999999999,3,57.64
EMP00598,Operations,1,1.54,10045457,2.8,27,L,D3,0.8826267463979023,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.03435114503816794,7.676717557251909,1,0.014685314685314685,0.0497,0.1304347826086956,0.0,Information Broker,1,0.75,2,74.10000000000001
EMP00599,Operations,2,5.11,10894845,2.6,32,L,S1,0.9572567574436338,4,3.5,0.9999999999999996,-0.10115,0.5,0.022900763358778626,7.82557251908397,1,-0.00023310023310023353,0.0092,0.0,0.0,Information Broker,1,0.98,1,59.5
EMP00600,Operations,1,3.29,8214156,4.4,29,L,S1,0.7217226438463484,5,5.0,-1.0721261933235726e-15,0.33525,0.0,0.011450381679389313,7.896946564885496,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.8233333333333333,2,86.7
EMP00601,Operations,6,3.7,21134850,3.2,33,L,S1,1.8569771281792062,4,3.5,0.9999999999999996,-0.11315,0.5,0.026717557251908396,7.793129770992366,1,-0.015617715617715619,0.0392,0.1304347826086956,0.0,Information Broker,1,0.8266666666666667,1,74.93333333333334
EMP00602,Operations,2,3.93,8674372,3.1,43,P,S1,0.7621587286078736,3,3.5,-0.9999999999999998,-0.10115,0.5,0.011450381679389313,7.929007633587787,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.675,1,89.55000000000001
EMP00603,Operations,1,2.59,9501068,4.4,26,L,S1,0.8347949462274563,5,4.5,0.9999999999999991,0.52615,0.0,0.026717557251908396,7.441603053435115,1,-0.015617715617715619,0.0431,0.1304347826086956,0.0,Information Broker,1,0.8875,4,80.65
EMP00604,Operations,3,3.79,11032759,3.3,50,P,S1,0.9693743330902889,4,3.5,0.9999999999999996,-0.2143,1.0,0.03435114503816794,7.695038167938931,1,0.045454545454545456,0.0092,0.0,0.0,Central Connector,1,0.7566666666666667,1,71.0
EMP00605,Operations,3,4.89,15830168,3.7,37,P,S1,1.3908903971986728,4,3.5,0.9999999999999996,-0.10115,0.5,0.011450381679389313,7.919847328244275,1,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.8666666666666667,2,82.33333333333333
EMP00606,Operations,1,1.77,8336079,3.8,46,P,S1,0.7324351978696318,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.026717557251908396,7.781297709923664,1,-0.04638694638694639,0.0092,0.0,0.0,Information Broker,1,0.7779999999999999,1,57.94
EMP00607,Operations,2,4.25,9095836,5.0,43,P,S1,0.7991899357539344,5,5.0,-1.0721261933235726e-15,0.1909,0.0,0.026717557251908396,7.7763358778625955,0,0.014452214452214451,0.0092,0.0,0.0,Information Broker,1,0.73,0,80.4
EMP00608,Operations,1,5.96,12372494,3.9,49,L,D3,1.0870878372230917,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.022900763358778626,7.439312977099236,0,-0.00046620046620046707,0.0092,0.0,0.0,Information Broker,1,0.8425,2,77.2
EMP00609,Operations,1,5.19,9390678,2.1,39,L,S1,0.8250957193495886,3,3.0,-3.14018491736755e-16,-0.10730000000000003,0.5,0.007633587786259542,7.92824427480916,0,-0.015384615384615385,0.0431,0.1304347826086956,0.0,Information Broker,1,0.825,3,78.15
EMP00610,Operations,3,5.5,18554304,4.2,36,L,S1,1.6302419064854474,4,4.5,-1.0000000000000007,0.52615,0.0,0.04961832061068702,7.27557251908397,2,-0.01631701631701632,0.0559,0.1304347826086956,0.0,Information Broker,1,0.8125,2,70.525
EMP00611,Operations,2,2.05,11307822,3.7,32,L,S2,0.9935422689785661,3,3.5,-0.9999999999999998,-0.11315,0.5,0.007633587786259542,7.904580152671755,0,0.015151515151515152,0.0392,0.1304347826086956,0.0,Information Broker,1,0.74,1,83.775
EMP00612,Operations,4,2.6,18883121,3.8,22,L,S2,1.6591328448340283,4,4.0,-3.14018491736755e-16,-0.2143,1.0,0.0,8.024045801526718,0,0.0,0.0092,0.0,0.0,Central Connector,1,0.712,2,71.34
